"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0K410","2019-07-27 12:00:00","20.000","244.000","3.800","31.700","0.670","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","27.200",""
"C0R140","2019-07-27 12:00:00","740.000","0.000","0.000","24.100","0.930","929.800","-99.000","6.000","-99.000","-99.000","-99.000","25.500","","22.500",""
"C0V800","2019-07-27 12:00:00","256.000","192.000","0.700","31.500","0.650","977.200","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","23.200",""
"C0S830","2019-07-27 12:00:00","288.000","103.000","1.700","33.900","0.630","976.800","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","25.700",""
"C0S920","2019-07-27 12:00:00","98.000","78.000","1.700","32.700","0.650","991.900","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.100",""
"C0V640","2019-07-27 12:00:00","35.000","227.000","3.900","30.900","0.670","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.700",""
"C0AH80","2019-07-27 12:00:00","68.000","13.000","2.700","33.400","0.610","998.200","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","24.500",""
"C0K250","2019-07-27 12:00:00","12.000","224.000","3.800","33.000","0.650","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.500",""
"C0I410","2019-07-27 12:00:00","180.000","275.000","1.500","33.000","0.580","986.300","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","24.300",""
"C0M410","2019-07-27 12:00:00","245.000","156.000","3.200","31.400","0.830","976.100","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","22.900",""
"C0F9Z0","2019-07-27 12:00:00","3193.000","110.000","1.000","12.700","0.960","697.200","-99.000","0.000","-99.000","-99.000","-99.000","16.500","","9.800",""
"C0G810","2019-07-27 12:00:00","26.000","231.000","2.600","34.500","0.570","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","27.600",""
"C0U650","2019-07-27 12:00:00","442.000","85.000","2.700","31.300","0.690","959.100","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","24.000",""
"C0D660","2019-07-27 12:00:00","65.000","270.000","3.400","32.500","0.640","999.200","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","27.100",""
"C0E540","2019-07-27 12:00:00","32.000","252.000","2.300","33.800","0.620","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","25.600",""
"C0W170","2019-07-27 12:00:00","42.000","182.000","4.900","29.100","0.860","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","26.700",""
"C0Z150","2019-07-27 12:00:00","27.000","105.000","3.300","30.300","0.780","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","25.400",""
"C0S840","2019-07-27 12:00:00","22.000","47.000","2.700","31.700","0.740","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.700",""
"C0H9A0","2019-07-27 12:00:00","1595.000","101.000","1.200","25.000","0.740","844.100","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","15.900",""
"C0Z300","2019-07-27 12:00:00","182.000","357.000","1.000","32.400","0.590","987.900","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","24.500",""
"C0G730","2019-07-27 12:00:00","27.000","206.000","2.600","31.800","0.730","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","26.500",""
"C0V730","2019-07-27 12:00:00","33.000","271.000","2.800","30.300","0.750","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.700",""
"C0SA00","2019-07-27 12:00:00","466.000","105.000","3.100","28.000","0.830","955.700","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","22.700",""
"C0S900","2019-07-27 12:00:00","27.000","193.000","1.900","29.600","0.740","1006.200","-99.000","3.500","-99.000","-99.000","-99.000","29.900","","28.000",""
"C0C480","2019-07-27 12:00:00","105.000","337.000","0.300","35.400","0.530","994.700","-99.000","0.000","-99.000","-99.000","-99.000","35.700","","27.100",""
"C0V720","2019-07-27 12:00:00","15.000","267.000","2.700","30.300","0.780","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.500",""
"C0UA60","2019-07-27 12:00:00","566.000","136.000","2.000","27.800","0.850","945.500","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","22.200",""
"C0A980","2019-07-27 12:00:00","11.000","343.000","3.800","32.900","0.620","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","27.000",""
"C0C670","2019-07-27 12:00:00","250.000","274.000","0.400","32.600","0.530","979.100","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.100",""
"C0K550","2019-07-27 12:00:00","15.000","236.000","1.800","32.100","0.710","1005.800","-99.000","2.500","-99.000","-99.000","-99.000","32.600","","26.400",""
"C0R350","2019-07-27 12:00:00","35.000","290.000","2.400","30.600","-99.000","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","25.000",""
"C0T9F0","2019-07-27 12:00:00","251.000","135.000","0.600","31.700","0.730","979.800","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.300",""
"C0D390","2019-07-27 12:00:00","146.000","304.000","0.800","34.200","0.610","988.700","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","24.300",""
"C0E430","2019-07-27 12:00:00","258.000","148.000","0.500","28.500","0.840","981.200","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","23.500",""
"C0O990","2019-07-27 12:00:00","18.000","213.000","1.900","32.900","0.650","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.600",""
"CM0010","2019-07-27 12:00:00","68.000","41.000","3.700","33.600","-99.000","999.300","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","25.500",""
"C0K500","2019-07-27 12:00:00","12.000","252.000","3.000","32.200","0.640","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","26.800",""
"C0X260","2019-07-27 12:00:00","39.000","256.000","2.900","31.600","0.710","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.300",""
"C0ACA0","2019-07-27 12:00:00","25.000","312.000","1.700","31.900","0.620","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","27.200",""
"C0X180","2019-07-27 12:00:00","62.000","236.000","1.900","31.900","0.670","999.800","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","25.500",""
"C0F930","2019-07-27 12:00:00","100.000","263.000","1.500","33.600","0.760","995.400","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","27.000",""
"C0I010","2019-07-27 12:00:00","1562.000","322.000","2.100","24.000","0.740","846.200","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","16.800",""
"C0R190","2019-07-27 12:00:00","32.000","26.000","0.400","29.300","0.860","1003.300","-99.000","0.500","-99.000","-99.000","-99.000","31.300","","25.700",""
"C0E420","2019-07-27 12:00:00","19.000","292.000","2.800","32.400","0.650","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","26.300",""
"C0W160","2019-07-27 12:00:00","49.000","220.000","3.100","30.400","0.860","997.800","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","26.300",""
"C0I460","2019-07-27 12:00:00","110.000","297.000","2.700","33.300","0.560","994.800","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.100",""
"C0A9F0","2019-07-27 12:00:00","35.000","4.000","0.500","35.200","0.510","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","35.300","","27.200",""
"C0F9A0","2019-07-27 12:00:00","425.000","299.000","1.000","31.600","0.700","959.900","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","23.800",""
"C0O950","2019-07-27 12:00:00","4.000","0.000","0.200","30.600","0.720","1006.300","-99.000","0.500","-99.000","-99.000","-99.000","31.300","","26.700",""
"C0M760","2019-07-27 12:00:00","40.000","230.000","1.900","32.800","0.660","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","26.700",""
"C0AH70","2019-07-27 12:00:00","34.000","328.000","1.500","33.900","0.500","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","35.400","","27.100",""
"C0V250","2019-07-27 12:00:00","298.000","182.000","1.100","29.600","0.770","974.800","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","22.000",""
"C0U980","2019-07-27 12:00:00","573.000","143.000","2.100","26.400","0.910","946.100","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","22.300",""
"C0S740","2019-07-27 12:00:00","289.000","339.000","0.700","33.100","0.480","975.700","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","23.100",""
"C0A940","2019-07-27 12:00:00","49.000","66.000","0.800","32.400","0.770","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.500",""
"C0A920","2019-07-27 12:00:00","196.000","56.000","1.300","31.400","0.760","984.900","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","26.900",""
"C0T870","2019-07-27 12:00:00","135.000","193.000","1.100","31.800","0.660","992.300","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","23.200",""
"C0O930","2019-07-27 12:00:00","69.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0C460","2019-07-27 12:00:00","482.000","0.000","0.000","26.200","0.960","954.900","-99.000","2.500","-99.000","-99.000","-99.000","28.700","","22.600",""
"C0E520","2019-07-27 12:00:00","320.000","224.000","1.400","34.200","0.540","971.800","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","21.800",""
"C0T9D0","2019-07-27 12:00:00","7.000","156.000","0.500","32.500","0.960","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.100",""
"C0I390","2019-07-27 12:00:00","1184.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0B020","2019-07-27 12:00:00","86.000","89.000","4.000","31.400","0.990","995.900","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","26.100",""
"CM0170","2019-07-27 12:00:00","106.000","252.000","3.400","31.500","0.640","995.600","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","23.600",""
"C0F860","2019-07-27 12:00:00","2215.000","267.000","1.000","22.500","0.750","780.400","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","12.600",""
"C0U890","2019-07-27 12:00:00","116.000","57.000","4.500","31.400","0.700","995.500","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.100",""
"C0G800","2019-07-27 12:00:00","15.000","261.000","2.500","30.900","0.780","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.900",""
"C0F850","2019-07-27 12:00:00","379.000","246.000","1.200","32.500","0.520","963.800","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","22.400",""
"C0AH50","2019-07-27 12:00:00","275.000","297.000","1.900","30.200","0.960","976.500","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.400",""
"C0Z160","2019-07-27 12:00:00","124.000","63.000","1.700","33.000","0.560","994.400","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","18.900",""
"C0R540","2019-07-27 12:00:00","17.000","257.000","3.900","29.500","0.810","1005.700","-99.000","0.500","-99.000","-99.000","-99.000","31.400","","27.000",""
"C0K480","2019-07-27 12:00:00","56.000","218.000","3.600","32.700","0.610","1000.200","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","26.400",""
"C0H890","2019-07-27 12:00:00","440.000","281.000","1.400","31.300","0.580","957.500","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","22.200",""
"C0S770","2019-07-27 12:00:00","375.000","78.000","0.500","30.600","0.770","966.100","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","23.400",""
"C0X230","2019-07-27 12:00:00","29.000","227.000","1.800","31.900","0.650","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.400",""
"C0B010","2019-07-27 12:00:00","38.000","25.000","3.700","32.700","0.640","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.200",""
"C0R490","2019-07-27 12:00:00","49.000","249.000","4.900","31.300","0.620","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.200",""
"C0V440","2019-07-27 12:00:00","27.000","294.000","0.700","30.800","0.650","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.000",""
"C0SA40","2019-07-27 12:00:00","200.000","155.000","1.800","32.500","0.580","985.100","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","23.300",""
"C0Z280","2019-07-27 12:00:00","224.000","97.000","2.800","31.900","0.630","982.800","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","23.700",""
"C0Z070","2019-07-27 12:00:00","247.000","358.000","1.700","33.000","0.640","979.500","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","23.800",""
"C0T9N0","2019-07-27 12:00:00","261.000","58.000","1.000","33.100","0.520","978.200","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","24.200",""
"C0K470","2019-07-27 12:00:00","97.000","212.000","2.700","32.300","0.630","995.700","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.400",""
"C0V650","2019-07-27 12:00:00","28.000","237.000","5.000","29.600","0.700","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.600",""
"C0H9C0","2019-07-27 12:00:00","3402.000","88.000","0.800","13.300","0.790","678.000","-99.000","0.000","-99.000","-99.000","-99.000","13.500","","9.100",""
"C0U780","2019-07-27 12:00:00","15.000","101.000","4.200","31.900","0.650","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.500",""
"C0U760","2019-07-27 12:00:00","22.000","93.000","2.300","31.500","0.730","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.000",""
"C0X290","2019-07-27 12:00:00","10.000","224.000","3.900","31.200","0.690","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","27.800",""
"C0R420","2019-07-27 12:00:00","504.000","63.000","0.800","27.100","-99.000","948.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","22.800",""
"C0E830","2019-07-27 12:00:00","37.000","274.000","4.200","32.200","0.670","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","28.100",""
"C0K330","2019-07-27 12:00:00","38.000","239.000","2.000","32.600","0.630","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","26.700",""
"C0M660","2019-07-27 12:00:00","40.000","235.000","4.000","31.800","0.680","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.700",""
"C0D580","2019-07-27 12:00:00","120.000","283.000","0.500","32.000","0.690","992.700","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","23.600",""
"C0R640","2019-07-27 12:00:00","21.000","261.000","5.400","29.200","0.850","1006.300","-99.000","7.000","-99.000","-99.000","-99.000","29.400","","26.300",""
"C0E810","2019-07-27 12:00:00","53.000","244.000","2.200","33.200","0.650","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","25.400",""
"C0G830","2019-07-27 12:00:00","27.000","217.000","3.900","32.300","0.720","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","26.400",""
"C0A550","2019-07-27 12:00:00","422.000","0.000","0.100","30.800","0.780","961.900","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","22.800",""
"C0G750","2019-07-27 12:00:00","31.000","202.000","2.800","32.700","0.660","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.200",""
"C0Z270","2019-07-27 12:00:00","343.000","99.000","2.100","29.300","0.740","970.100","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.000",""
"C0UA30","2019-07-27 12:00:00","1397.000","0.000","0.100","22.400","0.990","859.300","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","19.100",""
"C0I080","2019-07-27 12:00:00","536.000","264.000","0.600","30.300","0.670","950.500","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","20.900",""
"C0UA00","2019-07-27 12:00:00","392.000","345.000","1.400","33.600","0.820","964.700","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","22.500",""
"C0AD40","2019-07-27 12:00:00","32.000","327.000","2.500","33.200","0.590","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","24.900",""
"C0S660","2019-07-27 12:00:00","794.000","24.000","1.500","28.700","0.610","922.300","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","19.000",""
"C0M640","2019-07-27 12:00:00","155.000","240.000","3.400","31.000","0.680","989.400","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","25.300",""
"C0UA10","2019-07-27 12:00:00","1711.000","136.000","0.300","22.500","0.980","831.100","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","15.800",""
"C0V770","2019-07-27 12:00:00","26.000","258.000","2.200","30.200","0.690","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","27.000",""
"C0E730","2019-07-27 12:00:00","26.000","320.000","2.500","32.600","0.650","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","26.500",""
"C0V810","2019-07-27 12:00:00","32.000","233.000","3.100","29.000","0.810","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.200",""
"C0A9C0","2019-07-27 12:00:00","35.000","283.000","2.800","33.600","0.590","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","26.600",""
"C0X310","2019-07-27 12:00:00","9.000","213.000","3.200","30.000","0.740","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","27.500",""
"C0K280","2019-07-27 12:00:00","23.000","231.000","3.500","32.200","0.700","1006.600","-99.000","2.000","-99.000","-99.000","-99.000","32.200","","26.600",""
"C0M650","2019-07-27 12:00:00","20.000","214.000","2.200","31.200","0.700","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","26.600",""
"C0S910","2019-07-27 12:00:00","212.000","271.000","2.200","29.200","0.780","985.500","-99.000","0.500","8.100","299.000","","29.800","","25.700",""
"C0D570","2019-07-27 12:00:00","15.000","251.000","0.700","33.500","0.680","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","25.400",""
"C0M710","2019-07-27 12:00:00","15.000","211.000","2.400","30.900","0.710","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","28.100",""
"C0V490","2019-07-27 12:00:00","20.000","195.000","1.600","30.200","0.750","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","26.500",""
"C0E870","2019-07-27 12:00:00","34.000","273.000","3.600","33.200","0.600","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.100",""
"C0M800","2019-07-27 12:00:00","440.000","243.000","1.400","29.800","0.660","959.100","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","21.900",""
"C0A570","2019-07-27 12:00:00","360.000","82.000","1.500","30.000","0.770","967.500","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","22.700",""
"C0S790","2019-07-27 12:00:00","236.000","131.000","1.000","32.500","0.740","983.000","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","24.200",""
"C0D590","2019-07-27 12:00:00","143.000","0.000","0.000","33.000","0.650","991.700","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","26.500",""
"C0U990","2019-07-27 12:00:00","31.000","99.000","3.300","32.300","0.640","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.000",""
"C0M700","2019-07-27 12:00:00","150.000","204.000","2.700","31.100","0.700","990.800","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.600",""
"C0A970","2019-07-27 12:00:00","96.000","188.000","4.200","31.200","0.750","998.000","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","26.600",""
"CM0110","2019-07-27 12:00:00","7.000","268.000","3.600","31.400","0.670","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.400",""
"C0S940","2019-07-27 12:00:00","150.000","37.000","0.500","34.000","0.680","990.500","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","26.200",""
"C0X250","2019-07-27 12:00:00","33.000","218.000","3.100","30.900","0.730","1003.500","-99.000","0.500","-99.000","-99.000","-99.000","32.300","","27.000",""
"C0K520","2019-07-27 12:00:00","10.000","247.000","1.600","32.200","0.650","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.900",""
"C0Z200","2019-07-27 12:00:00","153.000","62.000","1.800","32.100","0.650","991.200","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","23.800",""
"C0V740","2019-07-27 12:00:00","60.000","245.000","2.700","31.600","0.670","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.100",""
"C0V790","2019-07-27 12:00:00","410.000","219.000","2.800","26.200","0.860","961.800","-99.000","0.500","-99.000","-99.000","-99.000","28.300","","22.700",""
"C0G860","2019-07-27 12:00:00","45.000","223.000","2.400","33.500","0.560","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","27.300",""
"C0F0A0","2019-07-27 12:00:00","3587.000","42.000","2.700","9.500","1.000","664.900","-99.000","0.500","-99.000","-99.000","-99.000","11.600","","4.500",""
"C0Z250","2019-07-27 12:00:00","1124.000","103.000","0.300","28.200","0.700","887.800","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","18.500",""
"C0K440","2019-07-27 12:00:00","35.000","189.000","3.000","32.300","0.660","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.800",""
"C0T900","2019-07-27 12:00:00","160.000","122.000","1.500","32.900","0.610","988.200","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","24.600",""
"C0F9V0","2019-07-27 12:00:00","525.000","242.000","3.900","30.900","0.690","950.100","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","23.300",""
"C0UA20","2019-07-27 12:00:00","2619.000","340.000","0.400","15.000","0.960","738.000","-99.000","0.500","-99.000","-99.000","-99.000","17.300","","11.100",""
"C0M850","2019-07-27 12:00:00","695.000","0.000","0.000","27.500","0.770","930.600","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","20.900",""
"C0G790","2019-07-27 12:00:00","27.000","255.000","1.400","35.100","0.580","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","35.800","","26.900",""
"C0C620","2019-07-27 12:00:00","19.000","353.000","3.900","31.600","0.720","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","35.800","","25.700",""
"C0I360","2019-07-27 12:00:00","300.000","265.000","3.300","31.100","0.650","972.500","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","23.800",""
"C0R370","2019-07-27 12:00:00","55.000","0.000","0.200","29.500","-99.000","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.900",""
"C0M810","2019-07-27 12:00:00","1354.000","334.000","0.400","22.800","0.860","863.800","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","18.400",""
"C0AC80","2019-07-27 12:00:00","40.000","116.000","1.000","34.300","0.530","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","24.900",""
"CM0140","2019-07-27 12:00:00","26.000","141.000","0.900","31.300","0.690","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","27.700",""
"C0SA20","2019-07-27 12:00:00","857.000","204.000","1.200","24.600","0.910","915.000","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","21.500",""
"C0K490","2019-07-27 12:00:00","91.000","246.000","2.600","31.800","0.660","996.200","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.300",""
"C0V820","2019-07-27 12:00:00","441.000","220.000","1.400","29.300","0.710","960.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","22.500",""
"C0S810","2019-07-27 12:00:00","65.000","168.000","1.000","32.700","0.680","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","25.500",""
"C0R580","2019-07-27 12:00:00","10.000","262.000","3.100","29.900","1.000","1006.300","-99.000","2.500","-99.000","-99.000","-99.000","30.500","","26.000",""
"C0Z330","2019-07-27 12:00:00","488.000","117.000","0.400","30.100","0.660","955.300","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","22.700",""
"C0E590","2019-07-27 12:00:00","40.000","283.000","1.300","32.700","0.700","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","25.700",""
"C0D540","2019-07-27 12:00:00","227.000","0.000","0.000","35.000","0.580","982.300","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","23.400",""
"C0K420","2019-07-27 12:00:00","42.000","232.000","2.600","32.600","0.610","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","26.000",""
"C0Z180","2019-07-27 12:00:00","34.000","79.000","2.000","31.500","0.630","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","26.400",""
"C0AD10","2019-07-27 12:00:00","27.000","355.000","2.000","32.200","0.650","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","28.200",""
"C0M720","2019-07-27 12:00:00","225.000","206.000","1.000","31.100","0.650","981.800","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","24.800",""
"C0V450","2019-07-27 12:00:00","51.000","256.000","1.900","30.300","0.740","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.900",""
"C0R280","2019-07-27 12:00:00","242.000","265.000","1.000","28.300","-99.000","980.300","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","24.600",""
"C0E610","2019-07-27 12:00:00","850.000","288.000","0.400","27.000","0.730","916.000","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","21.400",""
"C0V610","2019-07-27 12:00:00","22.000","220.000","3.800","30.300","0.730","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.700",""
"C0Z310","2019-07-27 12:00:00","59.000","192.000","1.000","31.700","0.770","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.000",""
"C0S700","2019-07-27 12:00:00","507.000","167.000","2.900","28.000","0.820","953.200","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","22.600",""
"C0T9G0","2019-07-27 12:00:00","605.000","59.000","1.400","29.900","0.650","943.500","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","23.300",""
"C0U520","2019-07-27 12:00:00","517.000","72.000","0.300","32.000","0.800","953.000","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","22.000",""
"C0E750","2019-07-27 12:00:00","62.000","240.000","2.700","32.900","0.610","998.500","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","27.900",""
"C0R400","2019-07-27 12:00:00","15.000","244.000","1.400","30.300","-99.000","1006.900","-99.000","0.500","-99.000","-99.000","-99.000","33.200","","26.000",""
"C0G660","2019-07-27 12:00:00","27.000","233.000","2.700","33.400","0.660","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","26.100",""
"C0W140","2019-07-27 12:00:00","21.000","298.000","1.400","32.600","0.710","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.800",""
"C0U720","2019-07-27 12:00:00","1260.000","31.000","3.700","28.000","0.650","884.700","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","19.700",""
"C0X150","2019-07-27 12:00:00","18.000","243.000","3.500","31.400","0.680","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.400",""
"C0Z050","2019-07-27 12:00:00","830.000","140.000","0.300","27.500","0.650","919.200","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","20.800",""
"C0I490","2019-07-27 12:00:00","1601.000","243.000","3.500","25.200","0.840","840.200","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","16.700",""
"C0I090","2019-07-27 12:00:00","910.000","345.000","0.900","25.600","0.860","909.800","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","21.300",""
