"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A530","2019-07-27 00:00:00","300.000","19.000","1.000","23.700","0.990","973.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","23.500",""
"C0M520","2019-07-27 00:00:00","15.000","183.000","0.900","27.500","0.880","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.100",""
"C0K240","2019-07-27 00:00:00","1132.000","128.000","3.200","21.000","0.990","888.400","-99.000","13.000","-99.000","-99.000","-99.000","27.700","","19.800",""
"C0V210","2019-07-27 00:00:00","734.000","58.000","0.400","19.700","0.950","928.700","-99.000","17.000","-99.000","-99.000","-99.000","29.700","","19.600",""
"C0Z320","2019-07-27 00:00:00","646.000","271.000","0.700","20.800","0.950","937.300","-99.000","8.500","-99.000","-99.000","-99.000","32.800","","20.300",""
"C0R600","2019-07-27 00:00:00","766.000","0.000","0.100","24.500","0.840","923.800","-99.000","1.500","-99.000","-99.000","-99.000","27.800","","23.100",""
"C0C650","2019-07-27 00:00:00","208.000","202.000","0.300","26.100","0.820","982.800","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","25.700",""
"C0F9I0","2019-07-27 00:00:00","194.000","178.000","2.300","27.000","0.790","984.600","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.900",""
"C0T820","2019-07-27 00:00:00","550.000","0.000","0.200","21.800","0.980","951.200","-99.000","13.500","-99.000","-99.000","-99.000","32.300","","20.700",""
"C0S890","2019-07-27 00:00:00","238.000","49.000","0.400","25.700","0.870","983.700","-99.000","0.500","-99.000","-99.000","-99.000","34.500","","24.600",""
"C0G840","2019-07-27 00:00:00","32.000","0.000","0.100","27.200","0.850","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","27.000",""
"C0V710","2019-07-27 00:00:00","34.000","133.000","1.100","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X140","2019-07-27 00:00:00","17.000","121.000","1.000","28.600","0.890","1004.100","-99.000","4.000","-99.000","-99.000","-99.000","33.900","","26.400",""
"C0C680","2019-07-27 00:00:00","228.000","150.000","0.400","27.100","0.790","979.200","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.000",""
"C0D360","2019-07-27 00:00:00","523.000","0.000","0.000","22.200","0.990","948.200","-99.000","33.500","-99.000","-99.000","-99.000","32.700","","22.000",""
"C0C710","2019-07-27 00:00:00","143.000","0.000","0.000","24.600","0.920","990.200","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","24.000",""
"C0Z190","2019-07-27 00:00:00","62.000","303.000","1.800","27.800","0.820","1000.200","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.500",""
"C0Z020","2019-07-27 00:00:00","211.000","14.000","2.500","26.700","0.990","983.200","-99.000","0.500","-99.000","-99.000","-99.000","33.100","","24.200",""
"C0I380","2019-07-27 00:00:00","258.000","101.000","2.500","24.400","0.990","977.300","-99.000","11.000","-99.000","-99.000","-99.000","34.200","","24.400",""
"C0D560","2019-07-27 00:00:00","147.000","119.000","0.800","27.500","0.760","990.100","-99.000","0.000","-99.000","-99.000","-99.000","35.400","","25.900",""
"C0Z220","2019-07-27 00:00:00","589.000","263.000","1.400","22.800","0.930","944.000","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","22.400",""
"C0R220","2019-07-27 00:00:00","23.000","250.000","0.500","27.900","0.990","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.200",""
"C0A870","2019-07-27 00:00:00","685.000","193.000","2.400","24.400","0.850","930.100","-99.000","1.500","-99.000","-99.000","-99.000","28.600","","22.200",""
"C0V670","2019-07-27 00:00:00","20.000","129.000","1.300","29.400","0.780","1004.600","-99.000","0.500","-99.000","-99.000","-99.000","32.500","","28.100",""
"C0G770","2019-07-27 00:00:00","15.000","120.000","0.300","28.500","0.870","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","27.900",""
"C0C540","2019-07-27 00:00:00","46.000","153.000","0.300","28.200","0.730","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","35.600","","26.800",""
"C0F9O0","2019-07-27 00:00:00","175.000","0.000","0.000","27.600","0.960","986.900","-99.000","1.000","-99.000","-99.000","-99.000","34.600","","27.000",""
"C0Z230","2019-07-27 00:00:00","31.000","272.000","3.300","27.700","0.720","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","27.200",""
"C0U900","2019-07-27 00:00:00","63.000","281.000","0.800","26.700","0.960","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.200",""
"C0X200","2019-07-27 00:00:00","61.000","0.000","0.100","26.000","0.990","999.800","-99.000","8.000","-99.000","-99.000","-99.000","33.100","","25.000",""
"C0Z080","2019-07-27 00:00:00","298.000","0.000","0.200","25.000","0.940","974.500","-99.000","0.000","-99.000","-99.000","-99.000","35.700","","23.700",""
"C0U770","2019-07-27 00:00:00","5.000","343.000","3.500","26.700","0.820","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.500",""
"C0Z210","2019-07-27 00:00:00","126.000","15.000","0.600","25.700","0.990","994.400","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","24.900",""
"C0V690","2019-07-27 00:00:00","30.000","0.000","0.000","29.400","0.820","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","26.900",""
"C0M690","2019-07-27 00:00:00","33.000","98.000","0.600","26.800","0.880","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","25.800",""
"C0F970","2019-07-27 00:00:00","145.000","94.000","0.900","25.700","0.860","989.700","-99.000","1.500","-99.000","-99.000","-99.000","33.900","","25.500",""
"C0C490","2019-07-27 00:00:00","157.000","236.000","0.500","28.100","0.740","988.600","-99.000","0.000","-99.000","-99.000","-99.000","36.700","","26.800",""
"C0X160","2019-07-27 00:00:00","26.000","117.000","1.500","27.900","0.880","1004.000","-99.000","3.000","-99.000","-99.000","-99.000","32.400","","27.200",""
"C0S760","2019-07-27 00:00:00","1621.000","353.000","0.300","17.700","1.000","837.700","-99.000","21.500","-99.000","-99.000","-99.000","23.100","","17.400",""
"C0O830","2019-07-27 00:00:00","127.000","146.000","0.300","25.400","0.970","992.800","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","24.700",""
"C0A9A0","2019-07-27 00:00:00","24.000","0.000","0.000","28.700","0.820","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","35.500","","27.700",""
"C0AD50","2019-07-27 00:00:00","84.000","0.000","0.000","27.300","0.970","997.400","-99.000","0.000","-99.000","-99.000","-99.000","35.600","","26.500",""
"C0G620","2019-07-27 00:00:00","110.000","196.000","1.000","25.300","0.990","995.300","-99.000","0.000","-99.000","-99.000","-99.000","34.900","","25.300",""
"C0V310","2019-07-27 00:00:00","46.000","284.000","0.300","25.900","1.000","1000.700","-99.000","0.500","-99.000","-99.000","-99.000","33.600","","25.500",""
"C0X110","2019-07-27 00:00:00","20.000","138.000","2.100","28.500","0.940","1004.800","-99.000","1.500","-99.000","-99.000","-99.000","32.800","","28.000",""
"C0S980","2019-07-27 00:00:00","901.000","134.000","0.400","22.800","0.920","909.700","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","21.900",""
"C0O860","2019-07-27 00:00:00","38.000","110.000","1.000","27.200","0.980","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","26.600",""
"C0U950","2019-07-27 00:00:00","1012.000","128.000","8.800","21.500","1.000","898.900","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","21.300",""
"C0R260","2019-07-27 00:00:00","76.000","97.000","0.300","26.300","0.980","998.500","-99.000","33.000","-99.000","-99.000","-99.000","32.000","","25.900",""
"C0X270","2019-07-27 00:00:00","33.000","217.000","0.600","26.700","0.970","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","25.400",""
"C0G880","2019-07-27 00:00:00","92.000","102.000","0.600","26.600","0.830","997.100","-99.000","1.000","-99.000","-99.000","-99.000","34.000","","25.700",""
"C0O810","2019-07-27 00:00:00","161.000","29.000","0.900","24.900","0.990","991.500","-99.000","9.500","-99.000","-99.000","-99.000","34.200","","24.800",""
"C0E790","2019-07-27 00:00:00","344.000","135.000","1.300","24.500","0.950","967.900","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.500",""
"C0F9Y0","2019-07-27 00:00:00","3313.000","11.000","2.000","8.400","0.960","687.100","-99.000","7.500","-99.000","-99.000","-99.000","15.700","","8.400",""
"C0A9B0","2019-07-27 00:00:00","7.000","0.000","0.000","29.200","0.760","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","35.700","","28.200",""
"C0S930","2019-07-27 00:00:00","248.000","267.000","1.100","26.400","0.770","980.400","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.800",""
"C0M770","2019-07-27 00:00:00","164.000","144.000","0.600","26.800","0.890","987.800","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","26.300",""
"C0R470","2019-07-27 00:00:00","103.000","14.000","1.600","26.600","0.920","995.800","-99.000","11.500","-99.000","-99.000","-99.000","34.500","","26.200",""
"C0W120","2019-07-27 00:00:00","58.000","194.000","5.900","27.000","0.950","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","26.300",""
"C0V350","2019-07-27 00:00:00","36.000","248.000","0.700","26.300","0.910","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","25.500",""
"C0R240","2019-07-27 00:00:00","87.000","50.000","0.500","25.800","0.990","997.100","-99.000","1.500","-99.000","-99.000","-99.000","33.200","","25.200",""
"C0G760","2019-07-27 00:00:00","53.000","80.000","0.700","27.400","0.990","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","26.900",""
"C0K450","2019-07-27 00:00:00","35.000","0.000","0.200","28.100","0.840","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","27.100",""
"C0V360","2019-07-27 00:00:00","94.000","194.000","0.300","25.100","0.950","996.300","-99.000","0.000","-99.000","-99.000","-99.000","34.900","","24.100",""
"C0M780","2019-07-27 00:00:00","30.000","0.000","0.000","28.400","0.860","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.400",""
"C0G850","2019-07-27 00:00:00","62.000","87.000","1.200","28.700","0.800","998.600","-99.000","0.000","-99.000","-99.000","-99.000","35.300","","28.300",""
"C0K530","2019-07-27 00:00:00","12.000","177.000","0.700","28.700","0.910","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","27.000",""
"C0V750","2019-07-27 00:00:00","50.000","81.000","0.800","28.600","1.000","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","27.800",""
"C0M830","2019-07-27 00:00:00","540.000","0.000","0.200","22.200","0.990","949.100","-99.000","1.000","-99.000","-99.000","-99.000","30.600","","22.100",""
"C0T790","2019-07-27 00:00:00","2830.000","114.000","2.000","11.200","0.990","727.200","-99.000","28.000","-99.000","-99.000","-99.000","19.600","","10.500",""
"C0S730","2019-07-27 00:00:00","110.000","37.000","2.600","27.200","0.940","994.900","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","26.300",""
"C0F9X0","2019-07-27 00:00:00","166.000","197.000","2.700","27.400","0.810","988.400","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.600",""
"C0F9Q0","2019-07-27 00:00:00","149.000","104.000","1.900","26.400","0.830","988.800","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.300",""
"C0E780","2019-07-27 00:00:00","160.000","123.000","0.800","27.000","0.760","988.100","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","26.700",""
"C0SA80","2019-07-27 00:00:00","136.000","0.000","0.200","27.000","0.850","992.200","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.600",""
"C0T960","2019-07-27 00:00:00","120.000","0.000","0.000","25.700","0.990","994.000","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","24.400",""
"C0UA50","2019-07-27 00:00:00","808.000","144.000","3.600","22.500","0.990","919.000","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","22.000",""
"C0U860","2019-07-27 00:00:00","5.000","330.000","0.300","28.100","0.870","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.800",""
"C0F0C0","2019-07-27 00:00:00","983.000","181.000","0.900","21.100","0.960","900.700","-99.000","65.500","-99.000","-99.000","-99.000","28.500","","19.400",""
"C0D480","2019-07-27 00:00:00","223.000","0.000","0.000","24.500","0.920","980.500","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","23.800",""
"C0K291","2019-07-27 00:00:00","8.000","181.000","1.500","29.400","0.840","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","27.200",""
"C0X170","2019-07-27 00:00:00","50.000","160.000","0.900","28.500","0.820","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","26.400",""
"C0AH30","2019-07-27 00:00:00","755.000","164.000","6.100","23.100","0.990","923.500","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","22.700",""
"C0R130","2019-07-27 00:00:00","1040.000","0.000","0.000","20.600","0.990","893.900","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","20.300",""
"C0M790","2019-07-27 00:00:00","15.000","194.000","0.300","28.200","0.810","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.200",""
"C0E530","2019-07-27 00:00:00","341.000","243.000","1.800","25.800","0.780","968.300","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.200",""
"C0I520","2019-07-27 00:00:00","3860.000","-99.000","-99.000","7.200","0.770","642.700","-99.000","-99.000","-99.000","-99.000","-99.000","11.800","","6.200",""
"C0C590","2019-07-27 00:00:00","72.000","148.000","0.800","27.400","0.780","997.300","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","26.600",""
"C0G780","2019-07-27 00:00:00","27.000","118.000","0.800","28.600","0.820","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","28.100",""
"C0V660","2019-07-27 00:00:00","25.000","118.000","1.900","28.400","0.870","1004.900","-99.000","1.000","-99.000","-99.000","-99.000","33.000","","27.100",""
"C0F9R0","2019-07-27 00:00:00","20.000","188.000","0.900","28.400","1.000","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","27.700",""
"C0W130","2019-07-27 00:00:00","18.000","193.000","2.900","27.700","0.920","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","27.600",""
"C0C700","2019-07-27 00:00:00","151.000","130.000","1.200","28.500","0.690","989.700","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","27.300",""
"C0R100","2019-07-27 00:00:00","1006.000","263.000","0.800","20.600","0.990","899.700","-99.000","0.500","-99.000","-99.000","-99.000","26.400","","19.400",""
"C0X120","2019-07-27 00:00:00","28.000","147.000","2.100","27.800","0.990","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","26.800",""
"C0W110","2019-07-27 00:00:00","16.000","197.000","4.000","-99.000","-99.000","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"CM0130","2019-07-27 00:00:00","11.000","156.000","2.400","29.800","0.770","1006.000","-99.000","3.500","-99.000","-99.000","-99.000","31.100","","27.000",""
"C0AC70","2019-07-27 00:00:00","71.000","0.000","0.200","27.100","0.870","998.400","-99.000","53.000","-99.000","-99.000","-99.000","36.100","","26.200",""
"CM0100","2019-07-27 00:00:00","25.000","73.000","1.600","27.900","0.780","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.800",""
"CM0160","2019-07-27 00:00:00","196.000","0.000","0.200","24.200","0.950","990.000","-99.000","5.000","-99.000","-99.000","-99.000","35.900","","24.200",""
"C0X050","2019-07-27 00:00:00","25.000","234.000","0.300","27.300","0.900","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","26.100",""
"C0K580","2019-07-27 00:00:00","26.000","192.000","0.900","28.400","0.820","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","26.700",""
"C0G650","2019-07-27 00:00:00","34.000","168.000","0.300","27.500","0.990","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","35.500","","26.900",""
"C0T9B0","2019-07-27 00:00:00","558.000","273.000","1.100","24.200","0.860","947.400","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","23.100",""
"C0E850","2019-07-27 00:00:00","104.000","109.000","0.400","26.100","0.840","994.100","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","24.600",""
"C0S990","2019-07-27 00:00:00","409.000","325.000","0.500","26.900","0.770","962.900","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.900",""
"C0X240","2019-07-27 00:00:00","394.000","181.000","0.800","23.100","0.960","963.800","-99.000","5.500","-99.000","-99.000","-99.000","31.800","","22.700",""
"C0I090","2019-07-27 00:00:00","910.000","46.000","1.500","22.500","0.880","909.200","-99.000","5.500","-99.000","-99.000","-99.000","28.100","","21.200",""
"C0I490","2019-07-27 00:00:00","1601.000","218.000","2.000","17.500","0.990","840.000","-99.000","4.500","-99.000","-99.000","-99.000","26.200","","17.100",""
"C0Z050","2019-07-27 00:00:00","830.000","284.000","0.400","21.400","0.900","919.300","-99.000","0.500","-99.000","-99.000","-99.000","27.500","","20.600",""
"C0X150","2019-07-27 00:00:00","18.000","143.000","1.300","28.500","0.910","1005.800","-99.000","0.500","-99.000","-99.000","-99.000","33.300","","26.500",""
"C0U720","2019-07-27 00:00:00","1260.000","259.000","1.300","20.600","0.960","884.000","-99.000","1.500","-99.000","-99.000","-99.000","28.800","","20.000",""
"C0W140","2019-07-27 00:00:00","21.000","180.000","0.600","27.600","0.920","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.900",""
"C0G660","2019-07-27 00:00:00","27.000","129.000","1.200","27.000","0.880","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","26.600",""
"C0R400","2019-07-27 00:00:00","15.000","190.000","0.300","27.300","-99.000","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","25.500",""
"C0E750","2019-07-27 00:00:00","62.000","211.000","2.400","29.300","0.660","998.200","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","27.900",""
"C0U520","2019-07-27 00:00:00","517.000","230.000","0.400","22.600","0.990","952.600","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","22.200",""
"C0T9G0","2019-07-27 00:00:00","605.000","5.000","0.600","23.700","0.990","943.200","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","23.300",""
"C0S700","2019-07-27 00:00:00","507.000","164.000","0.700","24.000","1.000","952.900","-99.000","20.500","-99.000","-99.000","-99.000","29.800","","23.000",""
"C0Z310","2019-07-27 00:00:00","59.000","344.000","0.600","26.700","0.990","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","25.400",""
"C0V610","2019-07-27 00:00:00","22.000","107.000","1.900","28.300","0.840","1004.100","-99.000","10.500","-99.000","-99.000","-99.000","31.800","","26.800",""
"C0E610","2019-07-27 00:00:00","850.000","227.000","0.500","21.700","0.880","915.500","-99.000","3.500","-99.000","-99.000","-99.000","30.600","","21.300",""
"C0R280","2019-07-27 00:00:00","242.000","0.000","0.000","25.300","-99.000","979.900","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.000",""
"C0V450","2019-07-27 00:00:00","51.000","87.000","0.300","26.800","0.990","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","26.000",""
"C0M720","2019-07-27 00:00:00","225.000","112.000","1.200","25.300","0.830","981.400","-99.000","12.000","-99.000","-99.000","-99.000","32.900","","24.000",""
"C0AD10","2019-07-27 00:00:00","27.000","237.000","0.700","29.200","0.730","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","28.100",""
"C0Z180","2019-07-27 00:00:00","34.000","0.000","0.200","27.800","0.810","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","26.300",""
"C0K420","2019-07-27 00:00:00","42.000","112.000","0.600","26.800","0.860","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","26.800",""
"C0K330","2019-07-27 00:00:00","38.000","137.000","0.900","28.000","0.830","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","27.000",""
"C0E830","2019-07-27 00:00:00","37.000","174.000","2.700","29.200","0.690","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","28.300",""
"C0R420","2019-07-27 00:00:00","504.000","63.000","0.400","23.900","-99.000","948.000","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","22.200",""
"C0X290","2019-07-27 00:00:00","10.000","159.000","1.700","28.400","0.890","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","27.500",""
"C0U760","2019-07-27 00:00:00","22.000","0.000","0.000","26.000","0.990","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.300",""
"C0U780","2019-07-27 00:00:00","15.000","283.000","1.000","27.600","0.800","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.700",""
"C0H9C0","2019-07-27 00:00:00","3402.000","23.000","0.800","10.900","0.860","677.400","-99.000","15.500","-99.000","-99.000","-99.000","15.900","","8.600",""
"C0V650","2019-07-27 00:00:00","28.000","125.000","2.800","28.100","0.820","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","26.900",""
"C0K470","2019-07-27 00:00:00","97.000","102.000","1.900","25.900","0.880","995.600","-99.000","0.500","-99.000","-99.000","-99.000","34.000","","24.600",""
"C0T9N0","2019-07-27 00:00:00","261.000","4.000","0.700","27.000","0.870","978.600","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","23.800",""
"C0Z070","2019-07-27 00:00:00","247.000","336.000","1.300","25.300","0.980","979.600","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","24.600",""
"C0Z280","2019-07-27 00:00:00","224.000","106.000","0.600","25.700","0.860","983.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.200",""
"C0SA40","2019-07-27 00:00:00","200.000","0.000","0.000","25.300","0.940","985.500","-99.000","2.000","-99.000","-99.000","-99.000","33.700","","24.600",""
"C0V440","2019-07-27 00:00:00","27.000","124.000","0.600","26.800","0.840","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.000",""
"C0R490","2019-07-27 00:00:00","49.000","327.000","0.900","27.100","0.870","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.400",""
"C0B010","2019-07-27 00:00:00","38.000","254.000","1.200","27.100","0.910","999.300","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.300",""
"C0X230","2019-07-27 00:00:00","29.000","156.000","1.800","27.700","0.850","1004.500","-99.000","0.500","-99.000","-99.000","-99.000","32.600","","26.500",""
"C0S770","2019-07-27 00:00:00","375.000","261.000","1.400","24.500","0.980","966.000","-99.000","2.000","-99.000","-99.000","-99.000","31.000","","23.400",""
"C0H890","2019-07-27 00:00:00","440.000","0.000","0.000","23.000","0.980","958.400","-99.000","27.000","-99.000","-99.000","-99.000","32.300","","22.500",""
"C0K480","2019-07-27 00:00:00","56.000","80.000","0.800","27.400","0.850","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","26.900",""
"C0R540","2019-07-27 00:00:00","17.000","150.000","0.500","28.700","0.840","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","27.300",""
"C0Z160","2019-07-27 00:00:00","124.000","345.000","0.400","26.800","0.800","994.500","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","18.900",""
"C0AH50","2019-07-27 00:00:00","275.000","0.000","0.000","27.700","0.990","975.800","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.800",""
"C0F850","2019-07-27 00:00:00","379.000","104.000","0.500","23.200","0.940","964.200","-99.000","32.000","-99.000","-99.000","-99.000","33.200","","23.100",""
"C0U890","2019-07-27 00:00:00","116.000","293.000","2.600","26.100","0.990","995.000","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.400",""
"C0F860","2019-07-27 00:00:00","2215.000","0.000","0.000","13.900","1.000","780.200","-99.000","5.000","-99.000","-99.000","-99.000","24.200","","13.200",""
"CM0170","2019-07-27 00:00:00","106.000","91.000","3.100","25.100","0.870","995.700","-99.000","1.000","-99.000","-99.000","-99.000","32.600","","24.600",""
"C0B020","2019-07-27 00:00:00","86.000","135.000","3.400","27.900","0.990","994.800","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.300",""
"C0I390","2019-07-27 00:00:00","1184.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9D0","2019-07-27 00:00:00","7.000","0.000","0.000","26.600","0.990","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.200",""
"C0E520","2019-07-27 00:00:00","320.000","0.000","0.100","22.500","1.000","971.800","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","22.500",""
"C0C460","2019-07-27 00:00:00","482.000","0.000","0.000","22.400","0.950","954.400","-99.000","3.500","-99.000","-99.000","-99.000","32.500","","21.500",""
"C0O930","2019-07-27 00:00:00","69.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T870","2019-07-27 00:00:00","135.000","0.000","0.000","23.900","0.970","992.400","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","23.600",""
"C0A920","2019-07-27 00:00:00","196.000","0.000","0.000","26.900","0.880","983.700","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","26.500",""
"C0A940","2019-07-27 00:00:00","49.000","0.000","0.000","26.700","0.920","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.500",""
"C0S740","2019-07-27 00:00:00","289.000","0.000","0.200","25.800","0.850","976.200","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","23.600",""
"C0U980","2019-07-27 00:00:00","573.000","156.000","3.000","24.300","1.000","945.200","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","21.800",""
"C0V250","2019-07-27 00:00:00","298.000","13.000","1.400","23.200","0.990","974.400","-99.000","8.000","-99.000","-99.000","-99.000","33.100","","23.200",""
"C0AH70","2019-07-27 00:00:00","34.000","262.000","1.400","28.000","0.750","1002.900","-99.000","14.500","-99.000","-99.000","-99.000","36.600","","27.400",""
"C0M760","2019-07-27 00:00:00","40.000","123.000","0.700","27.600","0.870","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","26.700",""
"C0O950","2019-07-27 00:00:00","4.000","0.000","0.000","28.800","0.900","1005.300","-99.000","22.500","-99.000","-99.000","-99.000","32.600","","25.600",""
"C0F9A0","2019-07-27 00:00:00","425.000","154.000","0.400","24.500","0.910","959.200","-99.000","1.000","-99.000","-99.000","-99.000","32.600","","23.600",""
"C0A9F0","2019-07-27 00:00:00","35.000","0.000","0.100","28.100","1.000","1002.800","-99.000","16.500","-99.000","-99.000","-99.000","36.500","","26.800",""
"C0I460","2019-07-27 00:00:00","110.000","223.000","1.300","26.600","0.880","994.800","-99.000","2.500","-99.000","-99.000","-99.000","34.100","","26.100",""
"C0W160","2019-07-27 00:00:00","49.000","225.000","5.000","26.400","0.960","997.100","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","26.300",""
"C0E420","2019-07-27 00:00:00","19.000","0.000","0.000","28.200","0.720","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","27.600",""
"C0R190","2019-07-27 00:00:00","32.000","0.000","0.000","26.500","0.990","1002.700","-99.000","1.000","-99.000","-99.000","-99.000","34.500","","25.400",""
